order_trip_id,driver_id,customer_id,restaurant_id,order_status,delivery_status,is_completed,order_total_usd,taxes_usd,tip_usd,gross_bookings_usd,customer_request_timestamp,restaurant_accept_timestamp,driver_accept_timestamp,driver_arrival_pickup_timestamp_utc,driver_dropoff_timestamp_utc,datestr
2392,692,393,40392,completed,completed,TRUE,67,6.70,7,80.70,32:16.0,43:47.2,55:18.4,06:49.6,18:20.8,2/25/2022
2393,693,394,40393,completed,completed,TRUE,65,6.50,7,78.50,14:13.0,25:44.2,37:15.4,48:46.6,00:17.8,2/1/2022
2394,694,395,40394,completed,completed,TRUE,20,2.00,11,33.00,55:23.0,06:54.2,18:25.4,29:56.6,41:27.8,2/8/2022
2395,695,396,40395,completed,completed,TRUE,57,5.70,14,76.70,20:00.0,31:31.2,43:02.4,54:33.6,06:04.8,1/24/2022
2396,696,397,40396,completed,completed,TRUE,54,5.40,12,71.40,21:19.0,32:50.2,44:21.4,55:52.6,07:23.8,2/13/2022
2397,697,398,40397,completed,completed,TRUE,17,1.70,14,32.70,26:43.0,38:14.2,49:45.4,01:16.6,12:47.8,2/20/2022
2398,698,399,40398,completed,completed,TRUE,21,2.10,9,32.10,12:16.0,23:47.2,35:18.4,46:49.6,58:20.8,2/10/2022
2399,699,400,40399,completed,completed,TRUE,64,6.40,8,78.40,59:21.0,10:52.2,22:23.4,33:54.6,45:25.8,1/10/2022
2400,700,401,40400,completed,completed,TRUE,70,7.00,9,86.00,57:43.0,09:14.2,20:45.4,32:16.6,43:47.8,1/26/2022
2401,701,402,40401,completed,completed,TRUE,24,2.40,8,34.40,39:57.0,51:28.2,02:59.4,14:30.6,26:01.8,1/14/2022
2402,702,403,40402,completed,completed,TRUE,30,3.00,12,45.00,11:33.0,23:04.2,34:35.4,46:06.6,57:37.8,1/21/2022
2403,703,404,40403,completed,completed,TRUE,23,2.30,6,31.30,53:08.0,04:39.2,16:10.4,27:41.6,39:12.8,1/26/2022
2404,704,405,40404,completed,completed,TRUE,22,2.20,12,36.20,15:07.0,26:38.2,38:09.4,49:40.6,01:11.8,1/15/2022
2405,705,406,40405,completed,completed,TRUE,33,3.30,10,46.30,13:17.0,24:48.2,36:19.4,47:50.6,59:21.8,2/13/2022
2406,706,407,40406,completed,completed,TRUE,69,6.90,5,80.90,33:26.0,44:57.2,56:28.4,07:59.6,19:30.8,1/19/2022
2407,707,408,40407,completed,completed,TRUE,49,4.90,10,63.90,52:38.0,04:09.2,15:40.4,27:11.6,38:42.8,2/12/2022
2408,708,409,40408,completed,completed,TRUE,58,5.80,6,69.80,48:07.0,59:38.2,11:09.4,22:40.6,34:11.8,1/10/2022
2409,709,410,40409,completed,completed,TRUE,26,2.60,10,38.60,57:22.0,08:53.2,20:24.4,31:55.6,43:26.8,2/13/2022
2410,710,411,40410,completed,completed,TRUE,36,3.60,7,46.60,56:35.0,08:06.2,19:37.4,31:08.6,42:39.8,2/16/2022
2411,711,412,40411,completed,completed,TRUE,34,3.40,12,49.40,45:41.0,57:12.2,08:43.4,20:14.6,31:45.8,2/2/2022
2412,712,413,40412,completed,completed,TRUE,49,4.90,8,61.90,24:47.0,36:18.2,47:49.4,59:20.6,10:51.8,2/10/2022
2413,713,414,40413,completed,completed,TRUE,22,2.20,15,39.20,00:53.0,12:24.2,23:55.4,35:26.6,46:57.8,1/23/2022
2414,714,415,40414,completed,completed,TRUE,39,3.90,11,53.90,04:47.0,16:18.2,27:49.4,39:20.6,50:51.8,1/8/2022
2415,715,416,40415,completed,completed,TRUE,45,4.50,7,56.50,09:26.0,20:57.2,32:28.4,43:59.6,55:30.8,2/13/2022
2416,716,417,40416,completed,completed,TRUE,48,4.80,11,63.80,05:26.0,16:57.2,28:28.4,39:59.6,51:30.8,2/28/2022
2417,717,418,40417,completed,completed,TRUE,63,6.30,5,74.30,08:46.0,20:17.2,31:48.4,43:19.6,54:50.8,1/13/2022
2418,718,419,40418,completed,completed,TRUE,31,3.10,14,48.10,54:39.0,06:10.2,17:41.4,29:12.6,40:43.8,1/8/2022
2419,719,420,40419,completed,completed,TRUE,45,4.50,14,63.50,29:17.0,40:48.2,52:19.4,03:50.6,15:21.8,1/31/2022
2420,720,421,40420,completed,completed,TRUE,25,2.50,7,34.50,26:06.0,37:37.2,49:08.4,00:39.6,12:10.8,2/8/2022
2421,721,422,40421,completed,completed,TRUE,62,6.20,15,83.20,47:46.0,59:17.2,10:48.4,22:19.6,33:50.8,2/5/2022
2422,722,423,40422,completed,completed,TRUE,49,4.90,10,63.90,48:04.0,59:35.2,11:06.4,22:37.6,34:08.8,2/16/2022
2423,723,424,40423,completed,completed,TRUE,44,4.40,10,58.40,46:23.0,57:54.2,09:25.4,20:56.6,32:27.8,1/4/2022
2424,724,425,40424,completed,completed,TRUE,51,5.10,10,66.10,01:34.0,13:05.2,24:36.4,36:07.6,47:38.8,1/21/2022
2425,725,426,40425,completed,completed,TRUE,67,6.70,5,78.70,04:21.0,15:52.2,27:23.4,38:54.6,50:25.8,2/27/2022
2426,726,427,40426,completed,completed,TRUE,39,3.90,10,52.90,22:30.0,34:01.2,45:32.4,57:03.6,08:34.8,1/6/2022
2427,727,428,40427,completed,completed,TRUE,49,4.90,14,67.90,36:55.0,48:26.2,59:57.4,11:28.6,22:59.8,1/14/2022
2428,728,429,40428,completed,completed,TRUE,64,6.40,14,84.40,45:42.0,57:13.2,08:44.4,20:15.6,31:46.8,1/5/2022
2429,729,430,40429,completed,completed,TRUE,32,3.20,10,45.20,12:49.0,24:20.2,35:51.4,47:22.6,58:53.8,1/13/2022
2430,730,431,40430,completed,completed,TRUE,62,6.20,11,79.20,46:49.0,58:20.2,09:51.4,21:22.6,32:53.8,2/11/2022
2431,731,432,40431,completed,completed,TRUE,24,2.40,15,41.40,12:04.0,23:35.2,35:06.4,46:37.6,58:08.8,2/10/2022
2432,732,433,40432,completed,completed,TRUE,20,2.00,7,29.00,13:02.0,24:33.2,36:04.4,47:35.6,59:06.8,1/6/2022
2433,733,434,40433,completed,completed,TRUE,15,1.50,11,27.50,29:48.0,41:19.2,52:50.4,04:21.6,15:52.8,2/13/2022
2434,734,435,40434,completed,completed,TRUE,47,4.70,7,58.70,10:00.0,21:31.2,33:02.4,44:33.6,56:04.8,1/4/2022
2435,735,436,40435,completed,completed,TRUE,35,3.50,11,49.50,18:25.0,29:56.2,41:27.4,52:58.6,04:29.8,1/2/2022
2436,736,437,40436,completed,completed,TRUE,51,5.10,11,67.10,58:12.0,09:43.2,21:14.4,32:45.6,44:16.8,1/16/2022
2437,737,438,40437,completed,completed,TRUE,30,3.00,11,44.00,34:45.0,46:16.2,57:47.4,09:18.6,20:49.8,2/19/2022
2438,738,439,40438,completed,completed,TRUE,33,3.30,11,47.30,54:10.0,05:41.2,17:12.4,28:43.6,40:14.8,1/31/2022
2439,739,440,40439,completed,completed,TRUE,19,1.90,13,33.90,14:29.0,26:00.2,37:31.4,49:02.6,00:33.8,1/5/2022
2440,740,441,40440,completed,completed,TRUE,40,4.00,15,59.00,26:29.0,38:00.2,49:31.4,01:02.6,12:33.8,1/27/2022
2441,741,442,40441,completed,completed,TRUE,67,6.70,9,82.70,04:12.0,15:43.2,27:14.4,38:45.6,50:16.8,1/30/2022
2442,742,443,40442,completed,completed,TRUE,69,6.90,15,90.90,33:35.0,45:06.2,56:37.4,08:08.6,19:39.8,2/19/2022
2443,743,444,40443,completed,completed,TRUE,43,4.30,8,55.30,19:23.0,30:54.2,42:25.4,53:56.6,05:27.8,2/14/2022
2444,744,445,40444,completed,completed,TRUE,34,3.40,12,49.40,10:54.0,22:25.2,33:56.4,45:27.6,56:58.8,1/8/2022
2445,745,446,40445,completed,completed,TRUE,60,6.00,12,78.00,40:48.0,52:19.2,03:50.4,15:21.6,26:52.8,1/19/2022
2446,746,447,40446,completed,completed,TRUE,44,4.40,7,55.40,55:07.0,06:38.2,18:09.4,29:40.6,41:11.8,1/6/2022
2447,747,448,40447,completed,completed,TRUE,44,4.40,10,58.40,56:06.0,07:37.2,19:08.4,30:39.6,42:10.8,1/26/2022
2448,748,449,40448,completed,completed,TRUE,60,6.00,9,75.00,38:18.0,49:49.2,01:20.4,12:51.6,24:22.8,2/13/2022
2449,749,450,40449,completed,completed,TRUE,70,7.00,6,83.00,36:33.0,48:04.2,59:35.4,11:06.6,22:37.8,1/10/2022
2450,750,451,40450,completed,completed,TRUE,57,5.70,7,69.70,15:43.0,27:14.2,38:45.4,50:16.6,01:47.8,1/2/2022
2451,751,452,40451,completed,completed,TRUE,53,5.30,8,66.30,21:56.0,33:27.2,44:58.4,56:29.6,08:00.8,2/7/2022
2452,752,453,40452,completed,completed,TRUE,24,2.40,7,33.40,19:01.0,30:32.2,42:03.4,53:34.6,05:05.8,1/30/2022
2453,753,454,40453,completed,completed,TRUE,55,5.50,14,74.50,52:56.0,04:27.2,15:58.4,27:29.6,39:00.8,1/22/2022
2454,754,455,40454,completed,completed,TRUE,21,2.10,14,37.10,56:35.0,08:06.2,19:37.4,31:08.6,42:39.8,1/13/2022
2455,755,456,40455,completed,completed,TRUE,61,6.10,12,79.10,34:52.0,46:23.2,57:54.4,09:25.6,20:56.8,1/2/2022
2456,756,457,40456,completed,completed,TRUE,66,6.60,13,85.60,51:20.0,02:51.2,14:22.4,25:53.6,37:24.8,2/22/2022
2457,757,458,40457,completed,completed,TRUE,34,3.40,15,52.40,08:43.0,20:14.2,31:45.4,43:16.6,54:47.8,2/7/2022
2458,758,459,40458,completed,completed,TRUE,15,1.50,5,21.50,43:39.0,55:10.2,06:41.4,18:12.6,29:43.8,1/14/2022
2459,759,460,40459,completed,completed,TRUE,52,5.20,11,68.20,45:24.0,56:55.2,08:26.4,19:57.6,31:28.8,1/19/2022
2460,760,461,40460,completed,completed,TRUE,23,2.30,10,35.30,54:43.0,06:14.2,17:45.4,29:16.6,40:47.8,1/7/2022
2461,761,462,40461,completed,completed,TRUE,59,5.90,8,72.90,59:46.0,11:17.2,22:48.4,34:19.6,45:50.8,2/13/2022
2462,762,463,40462,completed,completed,TRUE,44,4.40,12,60.40,38:04.0,49:35.2,01:06.4,12:37.6,24:08.8,2/5/2022
2463,763,464,40463,completed,completed,TRUE,59,5.90,13,77.90,49:00.0,00:31.2,12:02.4,23:33.6,35:04.8,2/14/2022
2464,764,465,40464,completed,completed,TRUE,29,2.90,12,43.90,51:54.0,03:25.2,14:56.4,26:27.6,37:58.8,1/13/2022
2465,765,466,40465,completed,completed,TRUE,52,5.20,5,62.20,13:17.0,24:48.2,36:19.4,47:50.6,59:21.8,2/18/2022
2466,766,467,40466,completed,completed,TRUE,60,6.00,10,76.00,00:25.0,11:56.2,23:27.4,34:58.6,46:29.8,2/13/2022
2467,767,468,40467,completed,completed,TRUE,41,4.10,12,57.10,25:01.0,36:32.2,48:03.4,59:34.6,11:05.8,2/25/2022
2468,768,469,40468,completed,completed,TRUE,42,4.20,6,52.20,12:55.0,24:26.2,35:57.4,47:28.6,58:59.8,1/27/2022
2469,769,470,40469,completed,completed,TRUE,51,5.10,15,71.10,22:15.0,33:46.2,45:17.4,56:48.6,08:19.8,2/17/2022
2470,770,471,40470,completed,completed,TRUE,60,6.00,8,74.00,16:18.0,27:49.2,39:20.4,50:51.6,02:22.8,2/13/2022
2471,771,472,40471,completed,completed,TRUE,18,1.80,7,26.80,44:08.0,55:39.2,07:10.4,18:41.6,30:12.8,2/2/2022
2472,772,473,40472,completed,completed,TRUE,54,5.40,15,74.40,10:14.0,21:45.2,33:16.4,44:47.6,56:18.8,1/29/2022
2473,773,474,40473,completed,completed,TRUE,53,5.30,10,68.30,54:09.0,05:40.2,17:11.4,28:42.6,40:13.8,2/11/2022
2474,774,475,40474,completed,completed,TRUE,33,3.30,10,46.30,21:17.0,32:48.2,44:19.4,55:50.6,07:21.8,1/24/2022
2475,775,476,40475,completed,completed,TRUE,62,6.20,9,77.20,06:41.0,18:12.2,29:43.4,41:14.6,52:45.8,1/4/2022
2476,776,477,40476,completed,completed,TRUE,66,6.60,11,83.60,17:06.0,28:37.2,40:08.4,51:39.6,03:10.8,2/19/2022
2477,777,478,40477,completed,completed,TRUE,35,3.50,8,46.50,41:18.0,52:49.2,04:20.4,15:51.6,27:22.8,1/19/2022
2478,778,479,40478,completed,completed,TRUE,58,5.80,9,72.80,56:46.0,08:17.2,19:48.4,31:19.6,42:50.8,2/15/2022
2479,779,480,40479,completed,completed,TRUE,15,1.50,12,28.50,00:20.0,11:51.2,23:22.4,34:53.6,46:24.8,2/14/2022
2480,780,481,40480,completed,completed,TRUE,32,3.20,8,43.20,07:26.0,18:57.2,30:28.4,41:59.6,53:30.8,2/15/2022
2481,781,482,40481,completed,completed,TRUE,69,6.90,13,88.90,58:14.0,09:45.2,21:16.4,32:47.6,44:18.8,2/21/2022
2482,782,483,40482,completed,completed,TRUE,51,5.10,12,68.10,48:47.0,00:18.2,11:49.4,23:20.6,34:51.8,2/21/2022
2483,783,484,40483,completed,completed,TRUE,51,5.10,7,63.10,56:05.0,07:36.2,19:07.4,30:38.6,42:09.8,2/5/2022
2484,784,485,40484,completed,completed,TRUE,29,2.90,6,37.90,48:13.0,59:44.2,11:15.4,22:46.6,34:17.8,1/19/2022
2485,785,486,40485,completed,completed,TRUE,18,1.80,10,29.80,55:27.0,06:58.2,18:29.4,30:00.6,41:31.8,2/28/2022
2486,786,487,40486,completed,completed,TRUE,43,4.30,10,57.30,05:30.0,17:01.2,28:32.4,40:03.6,51:34.8,2/25/2022
2487,787,488,40487,completed,completed,TRUE,50,5.00,15,70.00,57:42.0,09:13.2,20:44.4,32:15.6,43:46.8,2/6/2022
2488,788,489,40488,completed,completed,TRUE,35,3.50,11,49.50,52:06.0,03:37.2,15:08.4,26:39.6,38:10.8,2/20/2022
2489,789,490,40489,completed,completed,TRUE,45,4.50,10,59.50,46:07.0,57:38.2,09:09.4,20:40.6,32:11.8,2/21/2022
2490,790,491,40490,completed,completed,TRUE,65,6.50,13,84.50,59:24.0,10:55.2,22:26.4,33:57.6,45:28.8,1/14/2022
2491,791,492,40491,completed,completed,TRUE,70,7.00,11,88.00,00:08.0,11:39.2,23:10.4,34:41.6,46:12.8,1/24/2022
2492,792,493,40492,completed,completed,TRUE,63,6.30,8,77.30,19:49.0,31:20.2,42:51.4,54:22.6,05:53.8,1/5/2022
2493,793,494,40493,completed,completed,TRUE,39,3.90,14,56.90,56:43.0,08:14.2,19:45.4,31:16.6,42:47.8,2/26/2022
2494,794,495,40494,completed,completed,TRUE,45,4.50,11,60.50,34:00.0,45:31.2,57:02.4,08:33.6,20:04.8,2/18/2022
2495,795,496,40495,completed,completed,TRUE,58,5.80,7,70.80,38:21.0,49:52.2,01:23.4,12:54.6,24:25.8,2/25/2022
2496,796,497,40496,completed,completed,TRUE,56,5.60,6,67.60,49:42.0,01:13.2,12:44.4,24:15.6,35:46.8,1/4/2022
2497,797,498,40497,completed,completed,TRUE,15,1.50,8,24.50,10:04.0,21:35.2,33:06.4,44:37.6,56:08.8,1/9/2022
2498,798,499,40498,completed,completed,TRUE,67,6.70,15,88.70,15:07.0,26:38.2,38:09.4,49:40.6,01:11.8,2/13/2022
2499,799,500,40499,completed,completed,TRUE,67,6.70,10,83.70,19:01.0,30:32.2,42:03.4,53:34.6,05:05.8,2/21/2022
2500,800,501,40500,completed,completed,TRUE,61,6.10,7,74.10,42:28.0,53:59.2,05:30.4,17:01.6,28:32.8,2/19/2022
2501,801,502,40501,completed,completed,TRUE,53,5.30,14,72.30,12:45.0,24:16.2,35:47.4,47:18.6,58:49.8,1/17/2022
2502,802,503,40502,completed,completed,TRUE,54,5.40,9,68.40,30:40.0,42:11.2,53:42.4,05:13.6,16:44.8,1/29/2022
2503,803,504,40503,completed,completed,TRUE,28,2.80,11,41.80,42:54.0,54:25.2,05:56.4,17:27.6,28:58.8,2/24/2022
2504,804,505,40504,completed,completed,TRUE,20,2.00,10,32.00,27:55.0,39:26.2,50:57.4,02:28.6,13:59.8,1/15/2022
2505,805,506,40505,completed,completed,TRUE,70,7.00,11,88.00,07:24.0,18:55.2,30:26.4,41:57.6,53:28.8,2/28/2022
2506,806,507,40506,completed,completed,TRUE,49,4.90,5,58.90,32:55.0,44:26.2,55:57.4,07:28.6,18:59.8,1/26/2022
2507,807,508,40507,completed,completed,TRUE,43,4.30,7,54.30,46:49.0,58:20.2,09:51.4,21:22.6,32:53.8,2/25/2022
2508,808,509,40508,completed,completed,TRUE,63,6.30,13,82.30,20:45.0,32:16.2,43:47.4,55:18.6,06:49.8,1/10/2022
2509,809,510,40509,completed,completed,TRUE,25,2.50,8,35.50,03:21.0,14:52.2,26:23.4,37:54.6,49:25.8,1/9/2022
2510,810,511,40510,completed,completed,TRUE,65,6.50,9,80.50,11:33.0,23:04.2,34:35.4,46:06.6,57:37.8,1/24/2022
2511,811,512,40511,completed,completed,TRUE,64,6.40,7,77.40,19:48.0,31:19.2,42:50.4,54:21.6,05:52.8,1/12/2022
2512,812,513,40512,completed,completed,TRUE,49,4.90,12,65.90,01:01.0,12:32.2,24:03.4,35:34.6,47:05.8,2/25/2022
2513,813,514,40513,completed,completed,TRUE,41,4.10,15,60.10,17:19.0,28:50.2,40:21.4,51:52.6,03:23.8,1/22/2022
2514,814,515,40514,completed,completed,TRUE,37,3.70,9,49.70,05:11.0,16:42.2,28:13.4,39:44.6,51:15.8,2/15/2022
2515,815,516,40515,completed,completed,TRUE,16,1.60,12,29.60,18:51.0,30:22.2,41:53.4,53:24.6,04:55.8,1/6/2022
2516,816,517,40516,completed,completed,TRUE,35,3.50,6,44.50,05:46.0,17:17.2,28:48.4,40:19.6,51:50.8,1/27/2022
2517,817,518,40517,completed,completed,TRUE,26,2.60,13,41.60,59:39.0,11:10.2,22:41.4,34:12.6,45:43.8,1/22/2022
2518,818,519,40518,completed,completed,TRUE,57,5.70,12,74.70,03:55.0,15:26.2,26:57.4,38:28.6,49:59.8,2/15/2022
2519,819,520,40519,completed,completed,TRUE,62,6.20,11,79.20,45:21.0,56:52.2,08:23.4,19:54.6,31:25.8,1/27/2022
2520,820,521,40520,completed,completed,TRUE,31,3.10,11,45.10,56:14.0,07:45.2,19:16.4,30:47.6,42:18.8,2/14/2022
2521,821,522,40521,completed,completed,TRUE,29,2.90,9,40.90,09:14.0,20:45.2,32:16.4,43:47.6,55:18.8,1/10/2022
2522,822,523,40522,completed,completed,TRUE,62,6.20,5,73.20,04:35.0,16:06.2,27:37.4,39:08.6,50:39.8,1/13/2022
2523,823,524,40523,completed,completed,TRUE,19,1.90,12,32.90,04:05.0,15:36.2,27:07.4,38:38.6,50:09.8,2/1/2022
2524,824,525,40524,completed,completed,TRUE,28,2.80,13,43.80,26:21.0,37:52.2,49:23.4,00:54.6,12:25.8,2/7/2022
2525,825,526,40525,completed,completed,TRUE,35,3.50,15,53.50,33:52.0,45:23.2,56:54.4,08:25.6,19:56.8,1/17/2022
2526,826,527,40526,completed,completed,TRUE,55,5.50,13,73.50,15:27.0,26:58.2,38:29.4,50:00.6,01:31.8,1/16/2022
2527,827,528,40527,completed,completed,TRUE,19,1.90,12,32.90,52:47.0,04:18.2,15:49.4,27:20.6,38:51.8,2/27/2022
2528,828,529,40528,completed,completed,TRUE,62,6.20,7,75.20,45:43.0,57:14.2,08:45.4,20:16.6,31:47.8,2/15/2022
2529,829,530,40529,completed,completed,TRUE,35,3.50,10,48.50,11:06.0,22:37.2,34:08.4,45:39.6,57:10.8,1/11/2022
2530,830,531,40530,completed,completed,TRUE,30,3.00,13,46.00,45:58.0,57:29.2,09:00.4,20:31.6,32:02.8,2/10/2022
2531,831,532,40531,completed,completed,TRUE,56,5.60,5,66.60,40:21.0,51:52.2,03:23.4,14:54.6,26:25.8,1/28/2022
2532,832,533,40532,completed,completed,TRUE,15,1.50,5,21.50,42:16.0,53:47.2,05:18.4,16:49.6,28:20.8,1/18/2022
2533,833,534,40533,completed,completed,TRUE,39,3.90,14,56.90,07:53.0,19:24.2,30:55.4,42:26.6,53:57.8,1/13/2022
2534,834,535,40534,completed,completed,TRUE,70,7.00,11,88.00,42:22.0,53:53.2,05:24.4,16:55.6,28:26.8,2/18/2022
2535,835,536,40535,completed,completed,TRUE,41,4.10,7,52.10,28:22.0,39:53.2,51:24.4,02:55.6,14:26.8,1/27/2022
2536,836,537,40536,completed,completed,TRUE,62,6.20,5,73.20,06:36.0,18:07.2,29:38.4,41:09.6,52:40.8,1/6/2022
2537,837,538,40537,completed,completed,TRUE,36,3.60,11,50.60,25:20.0,36:51.2,48:22.4,59:53.6,11:24.8,1/21/2022
2538,838,539,40538,completed,completed,TRUE,40,4.00,15,59.00,58:55.0,10:26.2,21:57.4,33:28.6,44:59.8,1/29/2022
2539,839,540,40539,completed,completed,TRUE,54,5.40,14,73.40,30:49.0,42:20.2,53:51.4,05:22.6,16:53.8,1/4/2022
2540,840,541,40540,completed,completed,TRUE,62,6.20,6,74.20,02:12.0,13:43.2,25:14.4,36:45.6,48:16.8,2/27/2022
2541,841,542,40541,completed,completed,TRUE,20,2.00,12,34.00,08:46.0,20:17.2,31:48.4,43:19.6,54:50.8,1/8/2022
2542,842,543,40542,completed,completed,TRUE,47,4.70,5,56.70,09:31.0,21:02.2,32:33.4,44:04.6,55:35.8,1/24/2022
2543,843,544,40543,completed,completed,TRUE,48,4.80,9,61.80,12:45.0,24:16.2,35:47.4,47:18.6,58:49.8,1/17/2022
2544,844,545,40544,completed,completed,TRUE,52,5.20,9,66.20,32:46.0,44:17.2,55:48.4,07:19.6,18:50.8,1/23/2022
2545,845,546,40545,completed,completed,TRUE,70,7.00,14,91.00,00:51.0,12:22.2,23:53.4,35:24.6,46:55.8,1/29/2022
2546,846,547,40546,completed,completed,TRUE,39,3.90,10,52.90,23:43.0,35:14.2,46:45.4,58:16.6,09:47.8,2/10/2022
2547,847,548,40547,completed,completed,TRUE,47,4.70,8,59.70,59:46.0,11:17.2,22:48.4,34:19.6,45:50.8,2/21/2022
2548,848,549,40548,completed,completed,TRUE,33,3.30,6,42.30,49:55.0,01:26.2,12:57.4,24:28.6,35:59.8,2/24/2022
2549,849,550,40549,completed,completed,TRUE,32,3.20,8,43.20,19:22.0,30:53.2,42:24.4,53:55.6,05:26.8,1/12/2022
2550,850,551,40550,completed,completed,TRUE,19,1.90,7,27.90,15:39.0,27:10.2,38:41.4,50:12.6,01:43.8,2/27/2022
2551,851,552,40551,completed,completed,TRUE,25,2.50,8,35.50,25:33.0,37:04.2,48:35.4,00:06.6,11:37.8,2/6/2022
2552,852,553,40552,completed,completed,TRUE,34,3.40,14,51.40,01:17.0,12:48.2,24:19.4,35:50.6,47:21.8,2/10/2022
2553,853,554,40553,completed,completed,TRUE,21,2.10,9,32.10,09:16.0,20:47.2,32:18.4,43:49.6,55:20.8,2/13/2022
2554,854,555,40554,completed,completed,TRUE,48,4.80,7,59.80,44:11.0,55:42.2,07:13.4,18:44.6,30:15.8,1/29/2022
2555,855,556,40555,completed,completed,TRUE,36,3.60,12,51.60,45:40.0,57:11.2,08:42.4,20:13.6,31:44.8,1/21/2022
2556,856,557,40556,completed,completed,TRUE,55,5.50,6,66.50,21:43.0,33:14.2,44:45.4,56:16.6,07:47.8,1/19/2022
2557,857,558,40557,completed,completed,TRUE,52,5.20,8,65.20,12:00.0,23:31.2,35:02.4,46:33.6,58:04.8,1/5/2022
2558,858,559,40558,completed,completed,TRUE,27,2.70,12,41.70,56:53.0,08:24.2,19:55.4,31:26.6,42:57.8,2/25/2022
2559,859,560,40559,completed,completed,TRUE,16,1.60,12,29.60,31:36.0,43:07.2,54:38.4,06:09.6,17:40.8,2/25/2022
2560,860,561,40560,completed,completed,TRUE,35,3.50,13,51.50,36:28.0,47:59.2,59:30.4,11:01.6,22:32.8,2/16/2022
2561,861,562,40561,completed,completed,TRUE,43,4.30,5,52.30,53:12.0,04:43.2,16:14.4,27:45.6,39:16.8,2/13/2022
2562,862,563,40562,completed,completed,TRUE,49,4.90,7,60.90,10:05.0,21:36.2,33:07.4,44:38.6,56:09.8,2/17/2022
2563,863,564,40563,completed,completed,TRUE,21,2.10,7,30.10,49:50.0,01:21.2,12:52.4,24:23.6,35:54.8,1/4/2022
2564,864,565,40564,completed,completed,TRUE,60,6.00,13,79.00,18:05.0,29:36.2,41:07.4,52:38.6,04:09.8,1/2/2022
2565,865,566,40565,completed,completed,TRUE,15,1.50,7,23.50,33:30.0,45:01.2,56:32.4,08:03.6,19:34.8,1/31/2022
2566,866,567,40566,completed,completed,TRUE,22,2.20,9,33.20,21:35.0,33:06.2,44:37.4,56:08.6,07:39.8,2/22/2022
2567,867,568,40567,completed,completed,TRUE,39,3.90,15,57.90,06:28.0,17:59.2,29:30.4,41:01.6,52:32.8,2/13/2022
2568,868,569,40568,completed,completed,TRUE,70,7.00,6,83.00,15:04.0,26:35.2,38:06.4,49:37.6,01:08.8,1/15/2022
2569,869,570,40569,completed,completed,TRUE,51,5.10,11,67.10,15:00.0,26:31.2,38:02.4,49:33.6,01:04.8,2/21/2022
2570,870,571,40570,completed,completed,TRUE,68,6.80,14,88.80,02:41.0,14:12.2,25:43.4,37:14.6,48:45.8,2/28/2022
2571,871,572,40571,completed,completed,TRUE,63,6.30,11,80.30,38:39.0,50:10.2,01:41.4,13:12.6,24:43.8,2/10/2022
2572,872,573,40572,completed,completed,TRUE,65,6.50,11,82.50,52:59.0,04:30.2,16:01.4,27:32.6,39:03.8,1/19/2022
2573,873,574,40573,completed,completed,TRUE,56,5.60,10,71.60,09:41.0,21:12.2,32:43.4,44:14.6,55:45.8,1/29/2022
2574,874,575,40574,completed,completed,TRUE,67,6.70,15,88.70,29:45.0,41:16.2,52:47.4,04:18.6,15:49.8,1/26/2022
2575,875,576,40575,completed,completed,TRUE,65,6.50,8,79.50,39:59.0,51:30.2,03:01.4,14:32.6,26:03.8,2/13/2022
2576,876,577,40576,completed,completed,TRUE,60,6.00,13,79.00,15:18.0,26:49.2,38:20.4,49:51.6,01:22.8,1/30/2022
2577,877,578,40577,completed,completed,TRUE,39,3.90,13,55.90,14:00.0,25:31.2,37:02.4,48:33.6,00:04.8,1/22/2022
2578,878,579,40578,completed,completed,TRUE,22,2.20,8,32.20,16:18.0,27:49.2,39:20.4,50:51.6,02:22.8,2/21/2022
2579,879,580,40579,completed,completed,TRUE,61,6.10,10,77.10,57:42.0,09:13.2,20:44.4,32:15.6,43:46.8,2/13/2022
2580,880,581,40580,completed,completed,TRUE,58,5.80,15,78.80,23:33.0,35:04.2,46:35.4,58:06.6,09:37.8,2/17/2022
2581,881,582,40581,completed,completed,TRUE,69,6.90,13,88.90,17:22.0,28:53.2,40:24.4,51:55.6,03:26.8,2/17/2022
2582,882,583,40582,completed,completed,TRUE,21,2.10,14,37.10,49:58.0,01:29.2,13:00.4,24:31.6,36:02.8,1/18/2022
2583,883,584,40583,completed,completed,TRUE,40,4.00,10,54.00,55:25.0,06:56.2,18:27.4,29:58.6,41:29.8,2/4/2022
2584,884,585,40584,completed,completed,TRUE,35,3.50,15,53.50,13:09.0,24:40.2,36:11.4,47:42.6,59:13.8,2/23/2022
2585,885,586,40585,completed,completed,TRUE,53,5.30,6,64.30,00:21.0,11:52.2,23:23.4,34:54.6,46:25.8,2/15/2022
2586,886,587,40586,completed,completed,TRUE,54,5.40,5,64.40,29:00.0,40:31.2,52:02.4,03:33.6,15:04.8,1/3/2022
2587,887,588,40587,completed,completed,TRUE,25,2.50,12,39.50,35:39.0,47:10.2,58:41.4,10:12.6,21:43.8,2/7/2022
2588,888,589,40588,completed,completed,TRUE,68,6.80,12,86.80,43:41.0,55:12.2,06:43.4,18:14.6,29:45.8,1/3/2022
