restaurant_id,name,address,category,city,country,postalCode,state,status,expected_prep_time,max_delivery_radius,is_delivery,is_pickup,first_order_date
40388,McDonald's,902 S Main St,Fast Food Restaurants,Brigham City,US,84302,UT,ACTIVE,29,9,Yes,Yes,5/31/2021
40389,McDonald's,505 W Yelm Ave,Fast Food Restaurants,Yelm,US,98597,WA,ACTIVE,32,5,Yes,Yes,7/26/2021
40390,McDonald's,505 W Yelm Ave,Fast Food Restaurant,Yelm,US,98597,WA,ACTIVE,30,7,Yes,Yes,6/8/2021
40391,Dairy Queen,2740 Laurel Park Rd,Fast Food Restaurants,Clarksburg,US,26301,WV,ACTIVE,31,9,Yes,Yes,1/31/2021
40392,McDonald's,1600 E Chestnut Ave,Fast Food Restaurants,Yakima,US,98901,WA,ACTIVE,35,12,Yes,Yes,12/17/2021
40393,McDonald's,5910 Summitview Ave,Fast Food Restaurant,Yakima,US,98908,WA,ACTIVE,20,10,Yes,Yes,10/23/2021
40394,McDonald's,5910 Summitview Ave,Fast Food,Yakima,US,98908,WA,ACTIVE,26,6,Yes,Yes,12/28/2021
40395,McDonald's,814 S 9th Ave,Fast Food Restaurants,Walla Walla,US,99362,WA,ACTIVE,29,13,Yes,Yes,4/27/2021
40396,McDonald's,1601 Pacific Ave,Fast Food Restaurant,Woodland,US,98674,WA,ACTIVE,21,9,Yes,Yes,12/2/2021
40397,Cottage Inn Pizza,615 E Grand River Ave,Fast Food Restaurants,East Lansing,US,48823,MI,ACTIVE,39,8,Yes,Yes,11/25/2021
40398,Little Caesars Pizza,3476 Whittier Blvd,Fast Food,Los Angeles,US,90023,CA,ACTIVE,30,9,Yes,Yes,4/3/2021
40399,Burger King,1084 S State Rd,Fast Food Restaurants,Davison,US,48423,MI,ACTIVE,34,6,Yes,Yes,10/5/2021
40400,Culver's,818 N 12th St,Fast food restaurants,Murray,US,42071,KY,ACTIVE,23,12,Yes,Yes,12/17/2021
40401,Papa John's Pizza,2510 Frederica St,Fast Food Restaurants,Owensboro,US,42301,KY,ACTIVE,30,5,Yes,Yes,10/3/2021
40402,Domino's Pizza,6 Orient Way,Fast Food Restaurant,Rutherford,US,7070,NJ,ACTIVE,31,14,Yes,Yes,9/26/2021
40403,Runza,13425 Q St,Fast Food Restaurant,Omaha,US,68137,NE,ACTIVE,28,13,Yes,Yes,3/15/2021
40404,Pizza Hut,1303 Bridge St,Fast Food Restaurants,Charlevoix,US,49720,MI,ACTIVE,30,7,Yes,Yes,11/28/2021
40405,Runza,816 Galvin Rd S,Fast Food Restaurant,Bellevue,US,68005,NE,ACTIVE,30,9,Yes,Yes,12/15/2021
40406,Runza,640 N Park Ave,Fast Food Restaurant,Fremont,US,68025,NE,ACTIVE,34,11,Yes,Yes,2/26/2021
40407,Runza,814 S 13th St,Fast Food Restaurant,Norfolk,US,68701,NE,ACTIVE,25,5,Yes,Yes,9/17/2021
40408,Runza,141 S Chestnut St,Fast Food Restaurant,Wahoo,US,68066,NE,ACTIVE,38,5,Yes,Yes,6/5/2021
40409,Eudici's Pizza,6893 Gratiot Rd,Fast Food Restaurants,Saginaw,US,48609,MI,ACTIVE,23,12,Yes,Yes,12/27/2021
40410,Domino's Pizza,538 Livingston St,Fast Food Restaurants,Norwood,US,7648,NJ,ACTIVE,31,11,Yes,Yes,4/9/2021
40411,Domino's Pizza,141 Us Highway 46,Fast Food Restaurants,Budd Lake,US,7828,NJ,ACTIVE,31,11,Yes,Yes,1/6/2021
40412,Sbarro,4402 Baldwin Rd,Fast Food Restaurants,Auburn Hills,US,48326,MI,ACTIVE,38,8,Yes,Yes,4/3/2021
40413,McDonald's,1313 N State St,Fast Food Restaurant,Belvidere,US,61008,IL,ACTIVE,25,15,Yes,Yes,2/8/2021
40414,McDonald's,681 N 12th St,Fast Food Restaurants,Breese,US,62230,IL,ACTIVE,40,8,Yes,Yes,10/15/2021
40415,McDonald's,285 N Front St,Fast Food Restaurants,Braidwood,US,60408,IL,DELETED,33,14,Yes,Yes,4/16/2021
40416,McDonald's,100 N Bolingbrook Dr,Fast Food Restaurant,Bolingbrook,US,60440,IL,ACTIVE,34,15,Yes,Yes,3/1/2021
40417,McDonald's,1180 N Kinzie Ave,Fast Food Restaurant,Bradley,US,60915,IL,ACTIVE,29,5,Yes,Yes,3/17/2021
40418,McDonald's,575 Main St NW,Fast Food Restaurants,Bourbonnais,US,60914,IL,ACTIVE,40,14,Yes,Yes,10/20/2021
40419,Pizza Hut,1224 M 89,Fast Food Restaurants,Plainwell,US,49080,MI,ACTIVE,36,9,Yes,Yes,7/24/2021
40420,McDonald's,6401 Cermak Rd,Fast Food Restaurant,Berwyn,US,60402,IL,ACTIVE,40,12,Yes,Yes,10/10/2021
40421,McDonald's,7181 Cermak Rd,Fast food restaurants,Berwyn,US,60402,IL,ACTIVE,31,12,Yes,Yes,7/22/2021
40422,McDonald's,240 W Chrysler Dr,Fast Food Restaurant,Belvidere,US,61008,IL,ACTIVE,39,14,Yes,Yes,5/11/2021
40423,McDonald's,7301 Westfield Plaza Dr,Fast Food,Belleville,US,62223,IL,ACTIVE,27,8,Yes,Yes,1/3/2021
40424,McDonald's,1023 N Lake St,Fast Food,Aurora,US,60506,IL,ACTIVE,31,11,Yes,Yes,12/9/2021
40425,McDonald's,188 Fox Valley Ctr,Fast Food,Aurora,US,60504,IL,ACTIVE,35,11,Yes,Yes,1/20/2021
40426,Arby's,2250 US Highway 23 S,Fast Food,Alpena,US,49707,MI,ACTIVE,26,14,Yes,Yes,8/17/2021
40427,Dairy Queen,1001 S State Ave,Fast Food Restaurants,Alpena,US,49707,MI,ACTIVE,39,14,Yes,Yes,6/10/2021
40428,Pizza Hut,3000 Maplewood Dr,Fast Food Restaurants,Sulphur,US,70663,LA,ACTIVE,39,5,Yes,Yes,1/4/2021
40429,McDonald's,1402 SE 3rd St,Fast Food Restaurants,Aledo,US,61231,IL,ACTIVE,23,10,Yes,Yes,3/18/2021
40430,McDonald's,500 E Algonquin Rd,Fast Food,Algonquin,US,60102,IL,ACTIVE,40,8,Yes,Yes,12/26/2021
40431,McDonald's,125 S Randall Rd,Fast Food Restaurant,Algonquin,US,60102,IL,ACTIVE,30,13,Yes,Yes,5/1/2021
40432,Taco Cabana,202 S Loop 336 W,Fast Food Restaurant,Conroe,US,77304,TX,ACTIVE,32,13,Yes,Yes,4/28/2021
40433,McDonald's,148 Caldwell Blvd,Fast Food Restaurants,Nampa,US,83651,ID,ACTIVE,22,9,Yes,Yes,11/19/2021
40434,Arby's,6464 Siegen Ln,Fast Food Restaurants,Baton Rouge,US,70809,LA,ACTIVE,26,9,Yes,Yes,9/8/2021
40435,McDonald's,178 S Eagle Rd,Fast Food Restaurants,Eagle,US,83616,ID,ACTIVE,30,15,Yes,Yes,11/4/2021
40436,McDonald's,1335 S Washington Ave,Fast Food Restaurant,Emmett,US,83617,ID,ACTIVE,25,14,Yes,Yes,7/12/2021
40437,Subway,1750 Rostraver Rd,Fast Food Restaurants,Belle Vernon,US,15012,PA,ACTIVE,33,9,Yes,Yes,6/8/2021
40438,Subway,2693 Brodhead Rd,Fast Food Restaurants,Aliquippa,US,15001,PA,ACTIVE,20,8,Yes,Yes,3/24/2021
40439,McDonald's,2900 Wendell Blvd,Fast Food Restaurants,Wendell,US,27591,NC,ACTIVE,31,11,Yes,Yes,7/6/2021
40440,McDonald's,2900 W 5th St,Fast Food,Lumberton,US,28358,NC,ACTIVE,35,5,Yes,Yes,11/18/2021
40441,Round Table Pizza,44204 10th St W,Fast Food,Lancaster,US,93534,CA,DELETED,22,15,Yes,Yes,11/14/2021
40442,Pizza Hut,44836 10th St W,Fast Food,Lancaster,US,93534,CA,ACTIVE,40,13,Yes,Yes,5/31/2021
40443,Chicken Express,3820 Lamar Ave,Fast Food Restaurants,Paris,US,75462,TX,DELETED,24,11,Yes,Yes,4/18/2021
40444,Chicken Express,5100 Davis Blvd,"Fried Chicken Joint, Fast Food Restaurant, and Food",North Richland Hills,US,76180,TX,ACTIVE,23,12,Yes,Yes,7/3/2021
40445,Chicken Express,904 W Eldorado Pkwy,Fast Food Restaurant,Little Elm,US,75068,TX,ACTIVE,20,15,Yes,Yes,2/27/2021
40446,Chicken Express,4704 4th St,Fast Food Restaurant,Lubbock,US,79416,TX,ACTIVE,25,6,Yes,Yes,2/20/2021
40447,Chicken Express,791 Keller Pkwy,Fried Chicken Joint and Fast Food Restaurant,Keller,US,76248,TX,ACTIVE,29,7,Yes,Yes,12/21/2021
40448,Chicken Express,305 N Rice St,Fast Food Restaurants,Hamilton,US,76531,TX,ACTIVE,20,9,Yes,Yes,9/4/2021
40449,Chicken Express,1108 N Grand Ave,Fast Food Restaurants,Gainesville,US,76240,TX,ACTIVE,35,15,Yes,Yes,1/7/2021
40450,Chicken Express,1451 E Main St,Fast Food Restaurants,Eastland,US,76448,TX,ACTIVE,34,5,Yes,Yes,5/23/2021
40451,Culver's,180 Pioneer Trl,Fast food restaurants,Chaska,US,55318,MN,ACTIVE,40,6,Yes,Yes,2/8/2021
40452,Culver's,180 Pioneer Trl,"Fast Food Restaurant, Burger Joint, and Ice Cream Shop",Chaska,US,55318,MN,ACTIVE,29,5,Yes,Yes,8/29/2021
40453,Jimmy John's,1615 County Road 42 W,Fast Food Restaurant,Burnsville,US,55306,MN,ACTIVE,29,5,Yes,Yes,12/28/2021
40454,McDonald's,595 E Beasley Rd,Fast Food Restaurant,Jackson,US,39206,MS,ACTIVE,33,6,Yes,Yes,6/19/2021
40455,McDonald's,970 Cedar Lake Rd,Fast food restaurants,Biloxi,US,39532,MS,ACTIVE,31,5,Yes,Yes,12/25/2021
40456,McDonald's,970 Cedar Lake Rd,Fast Food Restaurant,Biloxi,US,39532,MS,ACTIVE,36,8,Yes,Yes,3/11/2021
40457,McDonald's,9505 South Blvd,Fast Food Restaurant,Charlotte,US,28273,NC,ACTIVE,24,15,Yes,Yes,11/21/2021
40458,McDonald's,937 Alabama St,Fast Food Restaurants,Columbus,US,39702,MS,ACTIVE,35,15,Yes,Yes,7/19/2021
40459,McDonald's,930 Mall Loop Rd,Fast Food Restaurant,High Point,US,27262,NC,ACTIVE,33,11,Yes,Yes,4/20/2021
40460,Arby's,2707 Bridge Ave,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Albert Lea,US,56007,MN,ACTIVE,28,9,Yes,Yes,10/13/2021
40461,McDonald's,8305 Creedmoor Rd,Fast Food Restaurant,Raleigh,US,27613,NC,ACTIVE,29,15,Yes,Yes,4/24/2021
40462,McDonald's,905 Louisiana Ave,Fast Food Restaurant,Libby,US,59923,MT,ACTIVE,34,15,Yes,Yes,10/20/2021
40463,McDonald's,905 Louisiana Ave,Fast Food Restaurants,Libby,US,59923,MT,ACTIVE,22,14,Yes,Yes,8/24/2021
40464,Boomer's Drive-In,310 N Samish Way,Fast Food Restaurants,Bellingham,US,98225,WA,ACTIVE,40,9,Yes,Yes,2/12/2021
40465,Boomer's Drive-In,310 N Samish Way,Fast Food Restaurant,Bellingham,US,98225,WA,ACTIVE,31,5,Yes,Yes,2/7/2021
40466,McDonald's,6724 Highway 63,Fast Food Restaurant,Moss Point,US,39563,MS,ACTIVE,26,15,Yes,Yes,10/26/2021
40467,McDonald's,812 Winston Rd,Fast Food Restaurant,Lexington,US,27295,NC,ACTIVE,40,15,Yes,Yes,3/15/2021
40468,McDonald's,840 S Main St,Fast Food Restaurant,Kernersville,US,27284,NC,ACTIVE,39,7,Yes,Yes,6/13/2021
40469,McDonald's,822 Wheat Dr,Fast Food Restaurant and Burger Joint,Bozeman,US,59715,MT,ACTIVE,32,13,Yes,Yes,7/10/2021
40470,McDonald's,822 Wheat Dr,Fast Food,Bozeman,US,59715,MT,ACTIVE,33,15,Yes,Yes,11/7/2021
40471,McDonald's,717 Conover Blvd W,Fast Food Restaurants,Conover,US,28613,NC,ACTIVE,21,7,Yes,Yes,6/10/2021
40472,McDonald's,720 E Broadway St,Fast Food Restaurant Heart of Missoula,Missoula,US,59802,MT,ACTIVE,27,9,Yes,Yes,8/26/2021
40473,McDonald's,710 N Davis Ave,Fast Food Restaurant,Cleveland,US,38732,MS,ACTIVE,38,10,Yes,Yes,12/9/2021
40474,McDonald's,710 N Davis Ave,Fast Food Restaurants,Cleveland,US,38732,MS,ACTIVE,22,5,Yes,Yes,7/23/2021
40475,McDonald's,692 Beach Blvd,Fast Food Restaurants,Biloxi,US,39530,MS,ACTIVE,31,15,Yes,Yes,1/24/2021
40476,McDonald's,65 Goodman Rd W,Fast Food Restaurant,Southaven,US,38671,MS,ACTIVE,38,14,Yes,Yes,8/17/2021
40477,McDonald's,65 Goodman Rd W,Fast Food Restaurants,Southaven,US,38671,MS,ACTIVE,27,10,Yes,Yes,11/25/2021
40478,McDonald's,706 College Rd,Fast Food Restaurants,Greensboro,US,27410,NC,DELETED,24,7,Yes,Yes,1/29/2021
40479,McDonald's,701 Main St,Fast Food Restaurants,Scotland Neck,US,27874,NC,DELETED,34,12,Yes,Yes,10/29/2021
40480,McDonald's,701 Main St,Fast Food Restaurant,Scotland Neck,US,27874,NC,ACTIVE,29,6,Yes,Yes,3/21/2021
40481,McDonald's,6779 Raeford Rd,Fast Food Restaurants,Fayetteville,US,28304,NC,ACTIVE,35,7,Yes,Yes,8/9/2021
40482,McDonald's,6495 Us Highway 93 S,Fast Food Restaurant,Whitefish,US,59937,MT,ACTIVE,37,10,Yes,Yes,2/11/2021
40483,McDonald's,6225 W Sugar Creek Rd,Fast Food Restaurants,Charlotte,US,28269,NC,ACTIVE,35,6,Yes,Yes,5/9/2021
40484,McDonald's,6301 Albemarle Rd,Fast Food Restaurant and Burger Joint,Charlotte,US,28212,NC,DELETED,23,5,Yes,Yes,4/20/2021
40485,McDonald's,601 Jake Alexander Blvd W,Fast Food Restaurant and Gas Station,Salisbury,US,28147,NC,ACTIVE,35,12,Yes,Yes,9/23/2021
40486,McDonald's,5701 Inman Rd,Fast food restaurants,Greensboro,US,27410,NC,ACTIVE,26,13,Yes,Yes,5/27/2021
40487,McDonald's,5800 E Wt Harris Blvd,Fast Food Restaurant,Charlotte,US,28215,NC,ACTIVE,20,11,Yes,Yes,8/31/2021
40488,McDonald's,5800 E Wt Harris Blvd,Fast Food,Charlotte,US,28215,NC,ACTIVE,39,7,Yes,Yes,10/13/2021
40489,Hot Dog on a Stick,610 Great Mall Dr,Fast Food,Milpitas,US,95035,CA,ACTIVE,22,5,Yes,Yes,12/26/2021
40490,Hot Dog on a Stick,197 Town Ctr E,Fast Food Restaurants,Santa Maria,US,93454,CA,ACTIVE,23,15,Yes,Yes,5/1/2021
40491,Hot Dog on a Stick,1689 Arden Way,Fast Food Restaurant,Sacramento,US,95815,CA,ACTIVE,33,9,Yes,Yes,7/15/2021
40492,Dunkin' Donuts,7602 13th Ave,Fast Food,Brooklyn,US,11228,NY,ACTIVE,40,6,Yes,Yes,4/27/2021
40493,Dunkin' Donuts,56 Court St,Fast Food,Brooklyn,US,11201,NY,ACTIVE,40,6,Yes,Yes,9/3/2021
40494,Arby's,401 N Main St,Fast Food,Lexington,US,27292,NC,ACTIVE,32,9,Yes,Yes,10/1/2021
40495,Burger King,1432 Cotton Grove Rd,Fast Food Restaurant,Lexington,US,27292,NC,DELETED,26,6,Yes,Yes,6/18/2021
40496,Burger King,401 Lincoln Hwy,Fast Food,Fairview Heights,US,62208,IL,ACTIVE,38,15,Yes,Yes,2/21/2021
40497,Hardee's,100 Plaza Sq,Fast Food Restaurants,Park Hills,US,63601,MO,ACTIVE,24,8,Yes,Yes,12/12/2021
40498,Dunkin' Donuts,1309 Fulton St,Fast Food,Brooklyn,US,11216,NY,ACTIVE,24,13,Yes,Yes,12/9/2021
40499,Dunkin' Donuts,4115 3rd Ave,Fast Food,Bronx,US,10457,NY,ACTIVE,34,10,Yes,Yes,8/8/2021
40500,Dunkin' Donuts,3732 E Tremont Ave,Fast Food,Bronx,US,10465,NY,ACTIVE,38,11,Yes,Yes,1/25/2021
40501,Christo's Original,1500 S Main St,Fast Food Restaurants,Lexington,US,27292,NC,ACTIVE,29,11,Yes,Yes,8/3/2021
40502,Burger King,7197 Charles St,Fast Food Restaurant and Burger Joint,Rockford,US,61112,IL,ACTIVE,39,13,Yes,Yes,7/30/2021
40503,Burger King,100 Thomas Rd,Fast Food Restaurants,West Monroe,US,71291,LA,ACTIVE,38,15,Yes,Yes,9/8/2021
40504,Taco Bell,10440 Highland Rd,Fast Food Restaurant,Hartland,US,48353,MI,ACTIVE,29,9,Yes,Yes,11/23/2021
40505,Burger King,1138 E State St,"Fast Food Restaurant, Playground, and Burger Joint Northeast",Rockford,US,61104,IL,ACTIVE,26,13,Yes,Yes,6/25/2021
40506,Burger King,421 N 36th St,Fast Food Restaurant,Quincy,US,62301,IL,ACTIVE,26,15,Yes,Yes,1/13/2021
40507,Burger King,4121 Sauk Trl,Fast Food Restaurant,Richton Park,US,60471,IL,ACTIVE,22,10,Yes,Yes,7/21/2021
40508,Burger King,600 S Newport Rd,Fast Food,Pontiac,US,61764,IL,ACTIVE,30,14,Yes,Yes,9/4/2021
40509,Burger King,600 S Newport Rd,Fast Food Restaurant,Pontiac,US,61764,IL,ACTIVE,21,6,Yes,Yes,3/3/2021
40510,Burger King,10721 Jefferson Ave,Fast Food Restaurant and Burger Joint South Newport News,Newport News,US,23601,VA,ACTIVE,37,13,Yes,Yes,9/14/2021
40511,Burger King,2901 Court St,Fast Food Restaurants,Pekin,US,61554,IL,ACTIVE,23,14,Yes,Yes,8/25/2021
40512,Taco Bell,2408 Stringtown Rd,Fast Food,Grove City,US,43123,OH,DELETED,30,9,Yes,Yes,12/10/2021
40513,Burger King,1 Marquette Ave,Fast Food,Oglesby,US,61348,IL,ACTIVE,22,6,Yes,Yes,4/24/2021
40514,Burger King,1 Marquette Ave,Fast Food Restaurants,Oglesby,US,61348,IL,ACTIVE,21,11,Yes,Yes,3/6/2021
40515,Taco Bell,1717 Grass Valley Hwy,Fast Food,Auburn,US,95603,CA,ACTIVE,35,9,Yes,Yes,8/12/2021
40516,Taco Bell,370 M St,Fast Food Restaurant,Crescent City,US,95531,CA,DELETED,27,14,Yes,Yes,11/23/2021
40517,Taco Bell,2050 W Main St,Fast Food Restaurant,Turlock,US,95380,CA,ACTIVE,20,11,Yes,Yes,3/7/2021
40518,Hardee's,1120 W Washington St,Fast Food Restaurants,Marquette,US,49855,MI,ACTIVE,25,11,Yes,Yes,1/21/2021
40519,Taco Bell,2700 Geer Rd,Fast Food,Turlock,US,95382,CA,ACTIVE,36,7,Yes,Yes,9/28/2021
40520,Hardee's,1301 S Salisbury Blvd,Fast Food Restaurants,Salisbury,US,21801,MD,ACTIVE,32,13,Yes,Yes,9/30/2021
40521,Taco Bell,1680 Hilliard Rome Rd,Fast Food,Hilliard,US,43026,OH,ACTIVE,25,11,Yes,Yes,9/20/2021
40522,Hardee's,718 Nursery Rd,Fast Food Restaurants,Linthicum Heights,US,21090,MD,ACTIVE,25,13,Yes,Yes,9/30/2021
40523,Taco Bell,4652 Cemetery Rd,Fast Food,Hilliard,US,43026,OH,ACTIVE,27,6,Yes,Yes,12/29/2021
40524,Burger King,4601 Broadway St,Fast Food Restaurants,Mount Vernon,US,62864,IL,ACTIVE,31,14,Yes,Yes,10/24/2021
40525,Hardee's,800 Woods Rd,Fast Food Restaurants,Cambridge,US,21613,MD,ACTIVE,39,10,Yes,Yes,3/4/2021
40526,Taco Bell,1410 Main St,Fast Food Restaurants,Hamilton,US,45013,OH,DELETED,36,9,Yes,Yes,3/8/2021
40527,Burger King,730 N Walnut St,Fast Food,Mount Carmel,US,62863,IL,ACTIVE,33,9,Yes,Yes,12/28/2021
40528,Taco Bell,294 S Hamilton Rd,Fast Food Restaurant,Columbus,US,43230,OH,ACTIVE,25,11,Yes,Yes,9/17/2021
40529,Burger King,1385 Douglas Rd,Fast Food Restaurant,Montgomery,US,60538,IL,ACTIVE,21,5,Yes,Yes,9/12/2021
40530,Burger King,1385 Douglas Rd,Fast Food,Montgomery,US,60538,IL,ACTIVE,33,14,Yes,Yes,8/11/2021
40531,Burger King,1130 N Main St,Fast Food,Monmouth,US,61462,IL,ACTIVE,34,9,Yes,Yes,4/20/2021
40532,Burger King,1130 N Main St,Fast Food Restaurants,Monmouth,US,61462,IL,ACTIVE,23,14,Yes,Yes,1/22/2021
40533,Subway,449 W Butler Ave,Fast Food Restaurants,Chalfont,US,18914,PA,ACTIVE,38,12,Yes,Yes,11/23/2021
40534,Burger King,4040 38th Ave,Fast Food Restaurant and Burger Joint,Moline,US,61265,IL,ACTIVE,23,9,Yes,Yes,8/6/2021
40535,Burger King,1935 N Mannheim Rd,Fast Food Restaurant,Melrose Park,US,60160,IL,ACTIVE,27,9,Yes,Yes,3/15/2021
40536,Taco Bell,3013 Salem Ave,Fast Food Restaurant and Mexican Restaurant,Dayton,US,45406,OH,ACTIVE,23,12,Yes,Yes,5/5/2021
40537,Taco Bell,2509 S Smithville Rd,Fast Food Restaurants,Dayton,US,45420,OH,DELETED,23,14,Yes,Yes,9/24/2021
40538,Taco Bell,47 Woodman Dr,Fast Food Restaurant,Dayton,US,45431,OH,DELETED,39,13,Yes,Yes,4/8/2021
40539,Carvel,1 Airport Blvd,Fast Food,Orlando,US,32827,FL,DELETED,25,14,Yes,Yes,1/15/2021
40540,Taco Bell,3060 Kettering Blvd,Fast Food Restaurant,Dayton,US,45439,OH,ACTIVE,37,11,Yes,Yes,3/8/2021
40541,Burger King,1094 N Main St,Fast Food Restaurant,East Peoria,US,61611,IL,ACTIVE,35,13,Yes,Yes,10/30/2021
40542,Chick-Fil-A,250 W Washington St,Fast Food Restaurants,East Peoria,US,61611,IL,ACTIVE,22,6,Yes,Yes,5/9/2021
40543,Taco Bell,8440 N High St,Fast Food Restaurants,Columbus,US,43235,OH,ACTIVE,40,6,Yes,Yes,3/18/2021
40544,Taco Bell,3834 Morse Rd,Fast Food Restaurants,Columbus,US,43219,OH,ACTIVE,28,9,Yes,Yes,2/21/2021
40545,Taco Bell,4770 Sawmill Rd,Fast Food Restaurant,Columbus,US,43235,OH,ACTIVE,31,11,Yes,Yes,10/9/2021
40546,Burger King,630 Machesney Rd,Fast Food Restaurants,Machesney Park,US,61115,IL,DELETED,35,6,Yes,Yes,12/27/2021
40547,Burger King,1701 E Jackson St,Fast Food Restaurant,Macomb,US,61455,IL,ACTIVE,34,8,Yes,Yes,10/22/2021
40548,Subway,500 Terry Rich Blvd,Fast Food Restaurants,Saint Clair,US,17970,PA,ACTIVE,22,13,Yes,Yes,4/24/2021
40549,Subway,366 Center Ave,Fast Food Restaurants,Schuylkill Haven,US,17972,PA,ACTIVE,40,8,Yes,Yes,7/24/2021
40550,Subway,6 W Main St,Fast Food Restaurants,Bloomsburg,US,17815,PA,ACTIVE,24,8,Yes,Yes,6/2/2021
40551,Subway,149 N 3rd St,Fast Food Restaurants,Columbia,US,17512,PA,ACTIVE,23,14,Yes,Yes,12/20/2021
40552,Subway,2350 N Reading Rd,Fast Food Restaurants,Denver,US,17517,PA,ACTIVE,21,12,Yes,Yes,5/7/2021
40553,Burger King,439 S Schuyler Ave,Fast Food Restaurants,Kankakee,US,60901,IL,ACTIVE,37,5,Yes,Yes,3/21/2021
40554,Burger King,3130 Plainfield Rd,Fast Food Restaurant,Joliet,US,60435,IL,ACTIVE,36,7,Yes,Yes,8/16/2021
40555,Pizza Hut,620 Lincoln Way Ste 5,Fast Food Restaurants,Ames,US,50010,IA,ACTIVE,33,5,Yes,Yes,1/5/2021
40556,Burger King,5300 Grand Ave,Fast Food,Gurnee,US,60031,IL,ACTIVE,32,14,Yes,Yes,5/8/2021
40557,Burger King,1834 Waukegan Rd,Fast Food Restaurant,Glenview,US,60025,IL,DELETED,34,7,Yes,Yes,11/27/2021
40558,Burger King,3406 Nameoki Rd,Fast Food Restaurants,Granite City,US,62040,IL,ACTIVE,30,15,Yes,Yes,9/5/2021
40559,Burger King,5100 W Cermak Rd,Fast Food,Cicero,US,60804,IL,DELETED,21,5,Yes,Yes,6/25/2021
40560,Dunkin' Donuts,7707 E Colonial Dr,Fast Food,Orlando,US,32807,FL,ACTIVE,31,7,Yes,Yes,12/13/2021
40561,Dunkin' Donuts,6215 S Orange Ave,Fast Food,Orlando,US,32809,FL,ACTIVE,40,5,Yes,Yes,1/1/2021
40562,Dunkin' Donuts,12236 S Apopka Vineland Rd,Fast Food,Orlando,US,32836,FL,DELETED,33,13,Yes,Yes,2/4/2021
40563,Chicken Inn,7536 N Milwaukee Ave,"Fried Chicken Joint, Fast Food Restaurant, and Food",Chicago,US,60631,IL,ACTIVE,32,15,Yes,Yes,5/10/2021
40564,Dunkin' Donuts,7501 Bird Rd,Fast Food,Miami,US,33155,FL,ACTIVE,26,11,Yes,Yes,3/25/2021
40565,Dunkin' Donuts,10754 SW 24th St,Fast Food,Miami,US,33165,FL,ACTIVE,34,13,Yes,Yes,12/26/2021
40566,Arby's,2000 Sycamore Rd,"Fast Food Restaurant, Sandwich Place, and American Restaurant",DeKalb,US,60115,IL,ACTIVE,34,12,Yes,Yes,9/17/2021
40567,Shake Shack,3200 Chestnut St,Fast Food,Philadelphia,US,19104,PA,ACTIVE,29,15,Yes,Yes,11/8/2021
40568,Subway,1281 Hyde Park Ave,Fast Food,Hyde Park,US,2136,MA,ACTIVE,39,13,Yes,Yes,8/27/2021
40569,Subway,1105 Massachusetts Ave,Fast Food Restaurants,Cambridge,US,2138,MA,ACTIVE,25,14,Yes,Yes,1/9/2021
40570,Subway,107 Main St,Sandwich Place and Fast Food Restaurant,Maynard,US,1754,MA,ACTIVE,30,11,Yes,Yes,10/9/2021
40571,Quiznos Sub,204 N Canal Blvd,Fast Food,Thibodaux,US,70301,LA,ACTIVE,23,12,Yes,Yes,4/27/2021
40572,McDonald's,1900 W Slauson Ave,Fast Food Restaurant,Los Angeles,US,90047,CA,ACTIVE,40,12,Yes,Yes,1/16/2021
40573,McDonald's,18850 Soledad Canyon Rd,Fast Food,Canyon Country,US,91351,CA,ACTIVE,32,14,Yes,Yes,9/21/2021
40574,Subway,9550 Main St,"Sandwich Place, Building, and Fast Food Restaurant",Woodstock,US,30188,GA,ACTIVE,30,12,Yes,Yes,8/20/2021
40575,Subway,1142 E Highway 193,Fast Food Restaurants,Layton,US,84040,UT,ACTIVE,23,10,Yes,Yes,12/15/2021
40576,McDonald's,1852 Manhattan Beach Blvd,Fast Food,Manhattan Beach,US,90266,CA,ACTIVE,32,8,Yes,Yes,9/4/2021
40577,McDonald's,1821 Motel Dr,Fast Food Restaurant,Merced,US,95341,CA,DELETED,28,14,Yes,Yes,8/6/2021
40578,Culver's,9229 S Harlem Ave,Fast Food,Bridgeview,US,60455,IL,ACTIVE,26,12,Yes,Yes,3/19/2021
40579,McDonald's,1800 S Western Ave,Fast Food Restaurant,Los Angeles,US,90006,CA,ACTIVE,28,9,Yes,Yes,6/1/2021
40580,McDonald's,1800 Prescott Rd,Fast Food Restaurant,Modesto,US,95350,CA,ACTIVE,35,6,Yes,Yes,1/23/2021
40581,McDonald's,17455 Central Ave,Fast Food Restaurants,Carson,US,90746,CA,ACTIVE,20,14,Yes,Yes,5/25/2021
40582,McDonald's,1725 E El Monte Way,Fast Food Restaurant,Dinuba,US,93618,CA,ACTIVE,22,12,Yes,Yes,8/31/2021
40583,McDonald's,1721 E Bayshore Rd,Fast Food,Palo Alto,US,94303,CA,ACTIVE,38,5,Yes,Yes,6/4/2021
40584,McDonald's,1721 Howe Ave,Fast Food Restaurants,Sacramento,US,95825,CA,ACTIVE,24,8,Yes,Yes,7/22/2021
40585,McDonald's,1700 W Capitol Ave,Fast Food Restaurant,West Sacramento,US,95691,CA,ACTIVE,31,10,Yes,Yes,8/19/2021
